0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.144700185533356312e-16,6.707963267948969799e-01,-3.195885816508004591e-17,-2.956456601365345382e-02,1.039362757323934517e-16,-5.202847347971465419e-01
-5.889896093771462718e-17,6.657653543439351340e-01,-5.788210468741166324e-18,-2.962615198188087162e-02,-9.511294703408262026e-17,-5.161220825978937166e-01
-4.367738242407312859e-17,6.607721141863553971e-01,-3.713204596330323375e-17,-2.960735108059514564e-02,2.646011441952566044e-16,-5.120807919372567518e-01
1.974775800258095548e-16,6.558163233299580952e-01,2.344281183940856883e-17,-2.954289027174195059e-02,-3.381973153910205825e-17,-5.081211345903615673e-01
-7.797533521238909033e-17,6.508977009049832230e-01,9.077119666936857102e-18,-2.945060581644470821e-02,-6.676957678173916334e-17,-5.042226298559627784e-01
7.242093600959049066e-17,6.460159681481958405e-01,4.794630718176088349e-17,-2.933998608325902313e-02,5.735337117027279346e-17,-5.003742363579034569e-01
5.144301771273405817e-17,6.411708483870841579e-01,2.245962858061053991e-17,-2.921654698953779494e-02,-7.431293351650066807e-17,-4.965694116251241352e-01
1.793826949211018309e-16,6.363620670241808552e-01,3.480233094222126386e-17,-2.908374569481408933e-02,2.897173049033190261e-16,-4.928039528050931484e-01
-2.357446665081257492e-16,6.315893515214994203e-01,-6.932911942256820931e-17,-2.894388115816379226e-02,-1.316343407250083970e-16,-4.890749788014670529e-01
-1.130634765134431289e-16,6.268524313850887264e-01,-2.917153854097048147e-18,-2.879855526830787937e-02,-1.258410591359090749e-16,-4.853804078644691766e-01
-1.016165566322484750e-17,6.221510381497001863e-01,-1.197860153147440572e-17,-2.864892685297146246e-02,-4.117293151912605431e-19,-4.817186691143223176e-01
1.276747868298520147e-17,6.174849053635774743e-01,-5.527703804055687619e-17,-2.849586033835532772e-02,1.457885920448725239e-16,-4.780885332955571720e-01
-2.039228789463389919e-16,6.128537685733507212e-01,-1.023256379268397180e-16,-2.834001723461171407e-02,8.728682109461362012e-17,-4.744890083754951249e-01
1.476498840920964236e-16,6.082573653090512789e-01,1.971096533128219518e-17,-2.818191485158280662e-02,-1.632027542501011482e-17,-4.709192723858092178e-01
1.294142902296011793e-16,6.036954350692331772e-01,-9.105143810355462062e-18,-2.802196534462114696e-02,1.270269573492544454e-16,-4.673786286630885467e-01
1.582733408865835853e-16,5.991677193062133755e-01,2.603839380994594658e-17,-2.786050247901841748e-02,1.795327127938793181e-17,-4.638664751000123321e-01
-3.735704607705500409e-17,5.946739614114169292e-01,-2.554846391807673174e-17,-2.769780046144637575e-02,-2.205403386015366793e-17,-4.603822824608330699e-01
-5.354097739345072670e-17,5.902139067008309592e-01,-6.119736575061652879e-17,-2.753408749364825991e-02,-2.321202832862810825e-17,-4.569255787352246578e-01
8.223465799279578111e-17,5.857873024005750828e-01,1.308516277676290546e-17,-2.736955572279671511e-02,8.997497359829009419e-17,-4.534959376188059665e-01
-1.888628766341571920e-16,5.813938976325707664e-01,-4.816600078486581863e-17,-2.720436867475675702e-02,-1.126624887740474989e-16,-4.500929698780526400e-01
9.721308804510656017e-18,5.770334434003260293e-01,1.300414841295728977e-17,-2.703866689286296698e-02,2.917684580445770359e-17,-4.467163167718109507e-01
2.853979775401817468e-16,5.727056925748228444e-01,1.031479129462648051e-16,-2.687257227386673220e-02,1.452081484104954028e-16,-4.433656449654021503e-01
-1.540879864268815209e-16,5.684103998805117852e-01,-7.569282505577809894e-17,-2.670619144237514064e-02,-8.294059068786749569e-17,-4.400406425452986214e-01
-1.190678867438896816e-16,5.641473218814072599e-01,-2.889071979287167576e-17,-2.653961840512364390e-02,-2.764533835877753761e-17,-4.367410158569204892e-01
-3.683937472662196630e-17,5.599162169672958766e-01,-1.181051536449124845e-17,-2.637293665863586767e-02,7.590706840423386644e-17,-4.334664869660368458e-01
1.106288743016001936e-16,5.557168453400397334e-01,3.674818332102039769e-17,-2.620622087688634361e-02,-2.906480711549738787e-17,-4.302167915981418567e-01
-1.770025779053344294e-16,5.515489689999929501e-01,-5.320730836095994831e-17,-2.603953827282337596e-02,-1.585534635379956042e-16,-4.269916774481080091e-01
2.369975654721473527e-16,5.474123517324931409e-01,8.533798559237182805e-17,-2.587294970402521932e-02,4.646194316502102991e-17,-4.237909027794834471e-01
-3.191694977898974925e-17,5.433067590944991032e-01,-8.574822204171344815e-18,-2.570651057598168088e-02,1.963540185376687424e-17,-4.206142352525378270e-01
-4.278968127330482772e-17,5.392319584012897904e-01,-2.663934775886919307e-17,-2.554027158389959862e-02,-1.366740788628228279e-16,-4.174614509343443913e-01
2.826793676024419758e-17,5.351877187132801916e-01,-1.719042273882790678e-17,-2.537427932490571303e-02,-2.812925300797031169e-18,-4.143323334550650383e-01
1.008857314914496800e-16,5.311738108229304700e-01,2.829239838274088674e-17,-2.520857680551988333e-02,4.662763492373939853e-16,-4.112266732825251569e-01
1.805657709999142220e-16,5.271900072417594618e-01,6.070575600291413779e-17,-2.504320386408764865e-02,2.706687846503630320e-16,-4.081442670932463046e-01
1.392341645241535660e-16,5.232360821874459944e-01,7.179449398108630888e-17,-2.487819752385346528e-02,-3.906670390288785129e-17,-4.050849172227630191e-01
